package name,package version,MSC ID
@nativescript-community/ui-material-core,7.2.73,MSC-2025-8042
@nativescript-community/ui-material-core,7.2.74,MSC-2025-8045
@nativescript-community/ui-material-core,7.2.75,MSC-2025-8044
@nativescript-community/ui-material-core,7.2.76,MSC-2025-8043
@nativescript-community/ui-material-core-tabs,7.2.72,MSC-2025-8036
@nativescript-community/ui-material-core-tabs,7.2.73,MSC-2025-8035
@nativescript-community/ui-material-core-tabs,7.2.74,MSC-2025-8039
@nativescript-community/ui-material-core-tabs,7.2.75,MSC-2025-8034
@nativescript-community/ui-material-core-tabs,7.2.76,MSC-2025-8032
@nativescript-community/ui-material-ripple,7.2.72,MSC-2025-8177
@nativescript-community/ui-material-ripple,7.2.73,MSC-2025-8164
@nativescript-community/ui-material-ripple,7.2.74,MSC-2025-8178
@nativescript-community/ui-material-ripple,7.2.75,MSC-2025-8173
@nativescript-community/ui-material-tabs,7.2.72,MSC-2025-8289
@nativescript-community/ui-material-tabs,7.2.73,MSC-2025-8271
@nativescript-community/ui-material-tabs,7.2.74,MSC-2025-8309
@nativescript-community/ui-material-tabs,7.2.75,MSC-2025-8282
@nativescript-community/ui-pager,14.1.35,MSC-2025-8288
@nativescript-community/ui-pager,14.1.36,MSC-2025-8283
@nativescript-community/ui-pager,14.1.37,MSC-2025-8503
@nativescript-community/ui-pager,14.1.38,MSC-2025-8502
@nativescript-community/ui-pulltorefresh,2.5.4,MSC-2025-8285
@nativescript-community/ui-pulltorefresh,2.5.5,MSC-2025-8308
@nativescript-community/ui-pulltorefresh,2.5.6,MSC-2025-8270
@nativescript-community/ui-pulltorefresh,2.5.7,MSC-2025-8303
@nexe/config-manager,0.1.1,MSC-2025-8477
@nexe/eslint-config,0.1.1,MSC-2025-8487
@nexe/logger,0.1.3,MSC-2025-8418
@nstudio/angular,20.0.4,MSC-2025-8375
@nstudio/angular,20.0.5,MSC-2025-8442
@nstudio/angular,20.0.6,MSC-2025-8387
@nstudio/focus,20.0.4,MSC-2025-8440
@nstudio/focus,20.0.5,MSC-2025-8486
@nstudio/focus,20.0.6,MSC-2025-8439
@nstudio/nativescript-checkbox,2.0.6,MSC-2025-8275
@nstudio/nativescript-checkbox,2.0.7,MSC-2025-8284
@nstudio/nativescript-checkbox,2.0.8,MSC-2025-8302
@nstudio/nativescript-checkbox,2.0.9,MSC-2025-8293
@nstudio/nativescript-loading-indicator,5.0.1,MSC-2025-8484
@nstudio/nativescript-loading-indicator,5.0.2,MSC-2025-8476
@nstudio/nativescript-loading-indicator,5.0.3,MSC-2025-8346
@nstudio/nativescript-loading-indicator,5.0.4,MSC-2025-8416
@nstudio/ui-collectionview,5.1.11,MSC-2025-8272
@nstudio/ui-collectionview,5.1.12,MSC-2025-8280
@nstudio/ui-collectionview,5.1.13,MSC-2025-8276
@nstudio/ui-collectionview,5.1.14,MSC-2025-8274
@nstudio/web,20.0.4,MSC-2025-8424
@nstudio/web-angular,20.0.4,MSC-2025-8382
@nstudio/xplat,20.0.4,MSC-2025-8564
@nstudio/xplat,20.0.5,MSC-2025-8454
@nstudio/xplat,20.0.6,MSC-2025-8356
@nstudio/xplat,20.0.7,MSC-2025-8426
@nstudio/xplat-utils,20.0.4,MSC-2025-8560
@nstudio/xplat-utils,20.0.5,MSC-2025-8344
@nstudio/xplat-utils,20.0.6,MSC-2025-8371
@nstudio/xplat-utils,20.0.7,MSC-2025-8370
@ntnx/passport-wso2,0.0.3,MSC-2025-10986
@ntnx/t,0.0.101,MSC-2025-10986
@oku-ui/accordion,0.6.2,MSC-2025-10986
@oku-ui/alert-dialog,0.6.2,MSC-2025-10986
@oku-ui/arrow,0.6.2,MSC-2025-10986
@oku-ui/aspect-ratio,0.6.2,MSC-2025-10986
@oku-ui/avatar,0.6.2,MSC-2025-10986
@oku-ui/checkbox,0.6.3,MSC-2025-10986
@oku-ui/collapsible,0.6.2,MSC-2025-10986
@oku-ui/collection,0.6.2,MSC-2025-10986
@oku-ui/dialog,0.6.2,MSC-2025-10986
@oku-ui/direction,0.6.2,MSC-2025-10986
@oku-ui/dismissable-layer,0.6.2,MSC-2025-10986
@oku-ui/focus-guards,0.6.2,MSC-2025-10986
@oku-ui/focus-scope,0.6.2,MSC-2025-10986
@oku-ui/hover-card,0.6.2,MSC-2025-10986
@oku-ui/label,0.6.2,MSC-2025-10986
@oku-ui/menu,0.6.2,MSC-2025-10986
@oku-ui/motion,0.4.4,MSC-2025-10986
@oku-ui/motion-nuxt,0.2.2,MSC-2025-10986
@oku-ui/popover,0.6.2,MSC-2025-10986
@oku-ui/popper,0.6.2,MSC-2025-10986
@oku-ui/portal,0.6.2,MSC-2025-10986
@oku-ui/presence,0.6.2,MSC-2025-10986
@oku-ui/primitive,0.6.2,MSC-2025-10986
@oku-ui/primitives,0.7.9,MSC-2025-10986
@oku-ui/primitives-nuxt,0.3.1,MSC-2025-10986
@oku-ui/progress,0.6.2,MSC-2025-10986
@oku-ui/provide,0.6.2,MSC-2025-10986
@oku-ui/radio-group,0.6.2,MSC-2025-10986
@oku-ui/roving-focus,0.6.2,MSC-2025-10986
@oku-ui/scroll-area,0.6.2,MSC-2025-10986
@oku-ui/separator,0.6.2,MSC-2025-10986
@oku-ui/slider,0.6.2,MSC-2025-10986
@oku-ui/slot,0.6.2,MSC-2025-10986
@oku-ui/switch,0.6.2,MSC-2025-10986
@oku-ui/tabs,0.6.2,MSC-2025-10986
@oku-ui/toast,0.6.2,MSC-2025-10986
@oku-ui/toggle,0.6.2,MSC-2025-10986
@oku-ui/toggle-group,0.6.2,MSC-2025-10986
@oku-ui/toolbar,0.6.2,MSC-2025-10986
@oku-ui/tooltip,0.6.2,MSC-2025-10986
@oku-ui/use-composable,0.6.2,MSC-2025-10986
@oku-ui/utils,0.6.2,MSC-2025-10986
@oku-ui/visually-hidden,0.6.2,MSC-2025-10986
@operato/board,9.0.35,MSC-2025-8554
@operato/board,9.0.36,MSC-2025-8480
@operato/board,9.0.37,MSC-2025-8345
@operato/board,9.0.38,MSC-2025-8419
@operato/board,9.0.39,MSC-2025-8399
@operato/board,9.0.40,MSC-2025-8443
@operato/board,9.0.41,MSC-2025-8377
@operato/board,9.0.42,MSC-2025-8398
@operato/board,9.0.43,MSC-2025-8348
@operato/board,9.0.44,MSC-2025-8395
@operato/board,9.0.45,MSC-2025-8412
@operato/board,9.0.46,MSC-2025-8359
@operato/board,9.0.47,MSC-2025-8551
@operato/board,9.0.48,MSC-2025-8548
@operato/board,9.0.49,MSC-2025-8543
@operato/board,9.0.50,MSC-2025-8546
@operato/board,9.0.51,MSC-2025-8544
@operato/data-grist,9.0.29,MSC-2025-8407
@operato/data-grist,9.0.35,MSC-2025-8367
@operato/data-grist,9.0.36,MSC-2025-8406
@operato/data-grist,9.0.37,MSC-2025-8413
@operato/graphql,9.0.22,MSC-2025-8434
@operato/graphql,9.0.35,MSC-2025-8429
@operato/graphql,9.0.36,MSC-2025-8465
@operato/graphql,9.0.37,MSC-2025-8436
@operato/graphql,9.0.38,MSC-2025-8481
@operato/graphql,9.0.39,MSC-2025-8433
@operato/graphql,9.0.40,MSC-2025-8379
@operato/graphql,9.0.41,MSC-2025-8349
@operato/graphql,9.0.42,MSC-2025-8441
@operato/graphql,9.0.43,MSC-2025-8353
@operato/graphql,9.0.44,MSC-2025-8491
@operato/graphql,9.0.45,MSC-2025-8482
@operato/graphql,9.0.46,MSC-2025-8470
@operato/headroom,9.0.2,MSC-2025-8415
@operato/headroom,9.0.35,MSC-2025-8389
@operato/headroom,9.0.36,MSC-2025-8333
@operato/headroom,9.0.37,MSC-2025-8334
@operato/help,9.0.35,MSC-2025-8347
@operato/help,9.0.36,MSC-2025-8438
@operato/help,9.0.37,MSC-2025-8350
@operato/help,9.0.38,MSC-2025-8475
@operato/help,9.0.39,MSC-2025-8410
@operato/help,9.0.40,MSC-2025-8449
@operato/help,9.0.41,MSC-2025-8458
@operato/help,9.0.42,MSC-2025-8378
@operato/help,9.0.43,MSC-2025-8405
@operato/help,9.0.44,MSC-2025-8362
@operato/help,9.0.45,MSC-2025-8445
@operato/help,9.0.46,MSC-2025-8417
@operato/i18n,9.0.35,MSC-2025-8459
@operato/i18n,9.0.36,MSC-2025-8409
@operato/i18n,9.0.37,MSC-2025-8366
@operato/input,9.0.27,MSC-2025-8369
@operato/input,9.0.35,MSC-2025-8422
@operato/input,9.0.36,MSC-2025-8435
@operato/input,9.0.37,MSC-2025-8450
@operato/input,9.0.38,MSC-2025-8388
@operato/input,9.0.39,MSC-2025-8357
@operato/input,9.0.40,MSC-2025-8430
@operato/input,9.0.41,MSC-2025-8354
@operato/input,9.0.42,MSC-2025-8455
@operato/input,9.0.43,MSC-2025-8451
@operato/input,9.0.44,MSC-2025-8393
@operato/input,9.0.45,MSC-2025-8466
@operato/input,9.0.46,MSC-2025-8452
@operato/input,9.0.47,MSC-2025-8539
@operato/input,9.0.48,MSC-2025-8526
@operato/layout,9.0.35,MSC-2025-8471
@operato/layout,9.0.36,MSC-2025-8423
@operato/layout,9.0.37,MSC-2025-8427
@operato/popup,9.0.22,MSC-2025-8460
@operato/popup,9.0.35,MSC-2025-8490
@operato/popup,9.0.36,MSC-2025-8456
@operato/popup,9.0.37,MSC-2025-8401
@operato/popup,9.0.38,MSC-2025-8463
@operato/popup,9.0.39,MSC-2025-8392
@operato/popup,9.0.40,MSC-2025-8358
@operato/popup,9.0.41,MSC-2025-8457
@operato/popup,9.0.42,MSC-2025-8365
@operato/popup,9.0.43,MSC-2025-8400
@operato/popup,9.0.44,MSC-2025-8483
@operato/popup,9.0.45,MSC-2025-8420
@operato/popup,9.0.46,MSC-2025-8391
@operato/popup,9.0.47,MSC-2025-8361
@operato/popup,9.0.48,MSC-2025-8372
@operato/popup,9.0.49,MSC-2025-8408
@operato/popup,9.0.50,MSC-2025-8469
@operato/popup,9.0.51,MSC-2025-8485
@operato/pull-to-refresh,9.0.35,MSC-2025-8329
@operato/pull-to-refresh,9.0.36,MSC-2025-8311
@operato/pull-to-refresh,9.0.37,MSC-2025-8325
@operato/pull-to-refresh,9.0.38,MSC-2025-8312
@operato/pull-to-refresh,9.0.39,MSC-2025-8318
@operato/pull-to-refresh,9.0.40,MSC-2025-8317
@operato/pull-to-refresh,9.0.41,MSC-2025-8310
@operato/pull-to-refresh,9.0.42,MSC-2025-8316
@operato/pull-to-refresh,9.0.43,MSC-2025-8331
@operato/pull-to-refresh,9.0.44,MSC-2025-8327
@operato/pull-to-refresh,9.0.45,MSC-2025-8324
@operato/pull-to-refresh,9.0.46,MSC-2025-8330
@operato/pull-to-refresh,9.0.47,MSC-2025-8326
@operato/shell,9.0.22,MSC-2025-8322
@operato/shell,9.0.35,MSC-2025-8323
@operato/shell,9.0.36,MSC-2025-8319
@operato/shell,9.0.37,MSC-2025-8321
@operato/shell,9.0.38,MSC-2025-8313
@operato/shell,9.0.39,MSC-2025-8320
@operato/styles,9.0.2,MSC-2025-8328
@operato/styles,9.0.35,MSC-2025-8315
@operato/styles,9.0.36,MSC-2025-8332
@operato/styles,9.0.37,MSC-2025-8314
@operato/utils,9.0.22,MSC-2025-8273
@operato/utils,9.0.35,MSC-2025-8278
@operato/utils,9.0.36,MSC-2025-8287
@operato/utils,9.0.37,MSC-2025-8296
@operato/utils,9.0.38,MSC-2025-8307
@operato/utils,9.0.39,MSC-2025-8300
@operato/utils,9.0.40,MSC-2025-8295
@operato/utils,9.0.41,MSC-2025-8298
@operato/utils,9.0.42,MSC-2025-8292
@operato/utils,9.0.43,MSC-2025-8269
@operato/utils,9.0.44,MSC-2025-8290
@operato/utils,9.0.45,MSC-2025-8291
@operato/utils,9.0.46,MSC-2025-8306
@operato/utils,9.0.47,MSC-2025-8299
@operato/utils,9.0.48,MSC-2025-8266
@operato/utils,9.0.49,MSC-2025-8304
@operato/utils,9.0.50,MSC-2025-8297
@operato/utils,9.0.51,MSC-2025-8305
@orbitgtbelgium/mapbox-gl-draw-cut-polygon-mode,2.0.5,MSC-2025-10981
@orbitgtbelgium/mapbox-gl-draw-scale-rotate-mode,1.1.1,MSC-2025-10981
@orbitgtbelgium/orbit-components,1.2.9,MSC-2025-10981
@orbitgtbelgium/time-slider,1.0.187,MSC-2025-10981
@osmanekrem/bmad,1.0.6,MSC-2025-10986
@osmanekrem/error-handler,1.2.2,MSC-2025-10984
@pergel/cli,0.11.1,MSC-2025-10986
@pergel/module-box,0.6.1,MSC-2025-10986
@pergel/module-graphql,0.6.1,MSC-2025-10986
@pergel/module-ui,0.0.9,MSC-2025-10986
@pergel/nuxt,0.25.5,MSC-2025-10986
@posthog/agent,1.24.1,MSC-2025-10984
@posthog/ai,7.1.2,MSC-2025-10984
@posthog/automatic-cohorts-plugin,0.0.8,MSC-2025-10986
@posthog/bitbucket-release-tracker,0.0.8,MSC-2025-10984
@posthog/cli,0.5.14,MSC-2025-10984
@posthog/cli,0.5.15,MSC-2025-10984
@posthog/clickhouse,1.7.1,MSC-2025-10984
@posthog/core,1.5.6,MSC-2025-10984
@posthog/currency-normalization-plugin,0.0.8,MSC-2025-10984
@posthog/customerio-plugin,0.0.8,MSC-2025-10984
@posthog/databricks-plugin,0.0.8,MSC-2025-10984
@posthog/drop-events-on-property-plugin,0.0.8,MSC-2025-10984
@posthog/event-sequence-timer-plugin,0.0.8,MSC-2025-10984
@posthog/filter-out-plugin,0.0.8,MSC-2025-10984
@posthog/first-time-event-tracker,0.0.8,MSC-2025-10984
@posthog/geoip-plugin,0.0.8,MSC-2025-10984
@posthog/github-release-tracking-plugin,0.0.8,MSC-2025-10984
@posthog/gitub-star-sync-plugin,0.0.8,MSC-2025-10984
@posthog/heartbeat-plugin,0.0.8,MSC-2025-10984
@posthog/hedgehog-mode,0.0.42,MSC-2025-10983
@posthog/icons,0.36.1,MSC-2025-10984
@posthog/ingestion-alert-plugin,0.0.8,MSC-2025-10984
@posthog/intercom-plugin,0.0.8,MSC-2025-10984
@posthog/kinesis-plugin,0.0.8,MSC-2025-10984
@posthog/laudspeaker-plugin,0.0.8,MSC-2025-10984
@posthog/lemon-ui,0.0.1,MSC-2025-10984
@posthog/maxmind-plugin,0.1.6,MSC-2025-10984
@posthog/migrator3000-plugin,0.0.8,MSC-2025-10984
@posthog/netdata-event-processing,0.0.8,MSC-2025-10984
@posthog/nextjs,0.0.3,MSC-2025-10984
@posthog/nextjs-config,1.5.1,MSC-2025-10984
@posthog/nuxt,1.2.9,MSC-2025-10983
@posthog/pagerduty-plugin,0.0.8,MSC-2025-10984
@posthog/piscina,3.2.1,MSC-2025-10983
@posthog/plugin-contrib,0.0.6,MSC-2025-10984
@posthog/plugin-server,1.10.8,MSC-2025-10983
@posthog/plugin-unduplicates,0.0.8,MSC-2025-10984
@posthog/postgres-plugin,0.0.8,MSC-2025-10984
@posthog/react-rrweb-player,1.1.4,MSC-2025-10984
@posthog/rrdom,0.0.31,MSC-2025-10983
@posthog/rrweb,0.0.31,MSC-2025-10983
@posthog/rrweb-player,0.0.31,MSC-2025-10983
@posthog/rrweb-record,0.0.31,MSC-2025-10983
@posthog/rrweb-replay,0.0.19,MSC-2025-10983
@posthog/rrweb-snapshot,0.0.31,MSC-2025-10983
@posthog/rrweb-utils,0.0.31,MSC-2025-10984
@posthog/sendgrid-plugin,0.0.8,MSC-2025-10984
@posthog/siphash,1.1.2,MSC-2025-10983
@posthog/snowflake-export-plugin,0.0.8,MSC-2025-10984
@posthog/taxonomy-plugin,0.0.8,MSC-2025-10984
@posthog/twilio-plugin,0.0.8,MSC-2025-10984
@posthog/twitter-followers-plugin,0.0.8,MSC-2025-10981
@posthog/url-normalizer-plugin,0.0.8,MSC-2025-10984
@posthog/variance-plugin,0.0.8,MSC-2025-10984
@posthog/web-dev-server,1.0.5,MSC-2025-10981
@posthog/wizard,1.18.1,MSC-2025-10981
@posthog/zendesk-plugin,0.0.8,MSC-2025-10984
@postman/aether-icons,2.23.2,MSC-2025-10983
@postman/csv-parse,4.0.3,MSC-2025-10983
@postman/csv-parse,4.0.5,MSC-2025-10986
@postman/final-node-keytar,7.9.1,MSC-2025-10981
@postman/final-node-keytar,7.9.2,MSC-2025-10981
@postman/final-node-keytar,7.9.3,MSC-2025-10986
@postman/mcp-ui-client,5.5.1,MSC-2025-10981
@postman/mcp-ui-client,5.5.3,MSC-2025-10981
@postman/node-keytar,7.9.4,MSC-2025-10983
@postman/node-keytar,7.9.6,MSC-2025-10986
@postman/pm-bin-linux-x64,1.24.3,MSC-2025-10983
@postman/pm-bin-linux-x64,1.24.4,MSC-2025-10986
@postman/pm-bin-linux-x64,1.24.5,MSC-2025-10986
@postman/pm-bin-macos-arm64,1.24.3,MSC-2025-10981
@postman/pm-bin-macos-arm64,1.24.5,MSC-2025-10981
@postman/pm-bin-macos-x64,1.24.3,MSC-2025-10981
@postman/pm-bin-macos-x64,1.24.5,MSC-2025-10981
@postman/pm-bin-windows-x64,1.24.3,MSC-2025-10981
@postman/pm-bin-windows-x64,1.24.5,MSC-2025-10981
@postman/postman-collection-fork,4.3.3,MSC-2025-10981
@postman/postman-collection-fork,4.3.5,MSC-2025-10981
@postman/postman-mcp-cli,1.0.3,MSC-2025-10981
@postman/postman-mcp-cli,1.0.4,MSC-2025-10981
@postman/postman-mcp-cli,1.0.5,MSC-2025-10986
@postman/postman-mcp-server,2.4.10,MSC-2025-10986
@postman/postman-mcp-server,2.4.12,MSC-2025-10981
@postman/pretty-ms,6.1.1,MSC-2025-10981
@postman/pretty-ms,6.1.2,MSC-2025-10981
@postman/pretty-ms,6.1.3,MSC-2025-10986
@postman/secret-scanner-wasm,2.1.2,MSC-2025-10981
@postman/secret-scanner-wasm,2.1.3,MSC-2025-10981
@postman/secret-scanner-wasm,2.1.4,MSC-2025-10986
@postman/tunnel-agent,0.6.5,MSC-2025-10983
@postman/tunnel-agent,0.6.6,MSC-2025-10983
@postman/tunnel-agent,0.6.7,MSC-2025-10986
@postman/wdio-allure-reporter,0.0.7,MSC-2025-10981
@postman/wdio-allure-reporter,0.0.8,MSC-2025-10981
@postman/wdio-allure-reporter,0.0.9,MSC-2025-10986
@postman/wdio-junit-reporter,0.0.4,MSC-2025-10981
@postman/wdio-junit-reporter,0.0.5,MSC-2025-10981
@postman/wdio-junit-reporter,0.0.6,MSC-2025-10981
@pradhumngautam/common-app,1.0.2,MSC-2025-10986
@productdevbook/animejs-vue,0.2.1,MSC-2025-10986
@productdevbook/auth,0.2.2,MSC-2025-10986
@productdevbook/chatwoot,2.0.1,MSC-2025-10986
@productdevbook/motion,1.0.4,MSC-2025-10986
@productdevbook/ts-i18n,1.4.2,MSC-2025-10987
@pruthvi21/use-debounce,1.0.3,MSC-2025-10987
@quick-start-soft/quick-document-translator,1.4.2511142126,MSC-2025-10984
@quick-start-soft/quick-git-clean-markdown,1.4.2511142126,MSC-2025-10984
@quick-start-soft/quick-markdown,1.4.2511142126,MSC-2025-10984
@quick-start-soft/quick-markdown-compose,1.4.2506300029,MSC-2025-10984
@quick-start-soft/quick-markdown-image,1.4.2511142126,MSC-2025-10984
@quick-start-soft/quick-markdown-print,1.4.2511142126,MSC-2025-10984
@quick-start-soft/quick-markdown-translator,1.4.2509202331,MSC-2025-10984
@quick-start-soft/quick-remove-image-background,1.4.2511142126,MSC-2025-10984
@quick-start-soft/quick-task-refine,1.4.2511142126,MSC-2025-10984
@relyt/claude-context-core,0.1.1,MSC-2025-10987
@relyt/claude-context-mcp,0.1.1,MSC-2025-10987
@sameepsi/sor,1.0.3,
@sameepsi/sor2,2.0.2,
@seezo/sdr-mcp-server,0.0.5,MSC-2025-10987
@seung-ju/next,0.0.2,MSC-2025-10984
@seung-ju/openapi-generator,0.0.4,MSC-2025-10984
@seung-ju/react-hooks,0.0.2,MSC-2025-10984
@seung-ju/react-native-action-sheet,0.2.1,MSC-2025-10984
@silgi/better-auth,0.8.1,MSC-2025-10987
@silgi/drizzle,0.8.4,MSC-2025-10987
@silgi/ecosystem,0.7.6,MSC-2025-10987
@silgi/graphql,0.7.15,MSC-2025-10987
@silgi/module-builder,0.8.8,MSC-2025-10987
@silgi/openapi,0.7.4,MSC-2025-10987
@silgi/permission,0.6.8,MSC-2025-10987
@silgi/ratelimit,0.2.1,MSC-2025-10987
@silgi/scalar,0.6.2,MSC-2025-10987
@silgi/yoga,0.7.1,MSC-2025-10987
@sme-ui/aoma-vevasound-metadata-lib,0.1.3,MSC-2025-10987
@strapbuild/react-native-date-time-picker,2.0.4,MSC-2025-10984
@strapbuild/react-native-perspective-image-cropper,0.4.15,MSC-2025-10984
@strapbuild/react-native-perspective-image-cropper-2,0.4.7,MSC-2025-10984
@strapbuild/react-native-perspective-image-cropper-poojan31,0.4.6,MSC-2025-10984
@suraj_h/medium-common,1.0.5,MSC-2025-10987
@teselagen/bio-parsers,0.4.29,MSC-2025-8531
@teselagen/bio-parsers,0.4.30,MSC-2025-8540
@teselagen/bounce-loader,0.3.16,MSC-2025-8281
@teselagen/bounce-loader,0.3.17,MSC-2025-8265
@teselagen/file-utils,0.3.21,MSC-2025-8532
@teselagen/file-utils,0.3.22,MSC-2025-8529
@teselagen/liquibase-tools,0.4.1,MSC-2025-8267
@teselagen/ove,0.7.39,MSC-2025-8534
@teselagen/ove,0.7.40,MSC-2025-8542
@teselagen/range-utils,0.3.14,MSC-2025-8268
@teselagen/range-utils,0.3.15,MSC-2025-8286
@teselagen/react-list,0.8.19,MSC-2025-8277
@teselagen/react-list,0.8.20,MSC-2025-8279
@teselagen/react-table,6.10.19,MSC-2025-8231
@teselagen/react-table,6.10.20,MSC-2025-8243
@teselagen/react-table,6.10.21,MSC-2025-8240
@teselagen/react-table,6.10.22,MSC-2025-8253
@teselagen/sequence-utils,0.3.33,MSC-2025-8533
@teselagen/sequence-utils,0.3.34,MSC-2025-8538
@teselagen/ui,0.9.10,MSC-2025-8527
@teselagen/ui,0.9.9,MSC-2025-8541
@thangved/callback-window,1.1.4,MSC-2025-8258
